Event	ID	Name			Wwise Object Path	Notes
	3861538420	Play_MainMusicSW			\Music\Play_MainMusicSW	

State Group	ID	Name			Wwise Object Path	Notes
	1314730481	Player_Level			\Music_States\Player_Level	
	1358435973	Combat_intensity_Lv1			\Music_States\Combat_intensity_Lv1	
	1972315911	Lv2_ending			\Music_States\Lv2_ending	
	2718506204	Combat_Lv2			\Music_States\Combat_Lv2	
	3626020801	Player_State_health			\Music_States\Player_State_health	
	4071417932	Player_state			\Music_States\Player_state	

State	ID	Name	State Group			Notes
	748895195	None	Player_Level			
	964811740	Lv1	Player_Level			
	964811743	Lv2	Player_Level			
	2607556080	Menu	Player_Level			
	748895195	None	Combat_intensity_Lv1			
	2317668770	Combat_high_Lv1	Combat_intensity_Lv1			
	174960569	Loose	Lv2_ending			
	748895195	None	Lv2_ending			
	979765101	Win	Lv2_ending			
	748895195	None	Combat_Lv2			
	1778785816	Combat_hall_lv2	Combat_Lv2			
	2625421100	Combat_Xaga_Lv2	Combat_Lv2			
	72790338	Low_health	Player_State_health			
	748895195	None	Player_State_health			
	3268324997	Normal_health	Player_State_health			
	5260279	No_combat	Player_state			
	748895195	None	Player_state			
	1960863454	Control_tower	Player_state			
	2116791127	In_combat	Player_state			
	3705378287	Elevator	Player_state			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	372372360	DG_combatH_blæsG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combatH_blæsG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Player_state\Lv1_combat_intensity\Lv1_combat_high\DG_combat_high\DG_combatH_blæsG_1		316163
	454691659	combat_Lv2_intro_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\combat_Lv2_intro_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv2_conference\Lv2_combat_xaga\combat_Lv2_intro_1\combat_Lv2_intro_1		871233
	493631183	trans_loose3	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\trans_loose3_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv2_conference\Transitions_Lv2\DG_trans_1xagawin\trans_loose3		428081
	505715053	DG_combat_percG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combat_percG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_percG_1		2393266
	527074503	DG_nocombat_stringsG_2	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_nocombat_stringsG_2_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Control_Tower\DG_nocombat_loop\DG_nocombat_stringsG_2		1677420
	558341430	DG_combat_stringsG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combat_stringsG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_stringsG_1		1428282
	576867238	DG_combat_audioG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combat_audioG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_audioG_1		1952957
	599858517	trans_loose4	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\trans_loose4_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv2_conference\Transitions_Lv2\DG_trans_xagaloose\trans_loose4		305362
	609065987	nocombat4_vokalG	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\nocombat4_vokalG_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_No_Combat\DG_nocombat_loop\nocombat4_vokalG		1142787
	613824309	DG_combatH_audioG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combatH_audioG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Player_state\Lv1_combat_intensity\Lv1_combat_high\DG_combat_high\DG_combatH_audioG_1		1578540
	646514462	Menu_3full	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\Menu_3full_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Menu\Menu_1\Menu_3full		1612572
	689719486	DG_combatH_vokalG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combatH_vokalG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Player_state\Lv1_combat_intensity\Lv1_combat_high\DG_combat_high\DG_combatH_vokalG_1		1439510
	763471552	nocombat4_fladerG	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\nocombat4_fladerG_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_No_Combat\DG_nocombat_loop\nocombat4_fladerG		1603396
	783790631	DG_nocombat_vokalG_2	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_nocombat_vokalG_2_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Control_Tower\DG_nocombat_loop\DG_nocombat_vokalG_2		1157914
	831976881	DG_nocombat_fladerG_2	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_nocombat_fladerG_2_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Control_Tower\DG_nocombat_loop\DG_nocombat_fladerG_2		1662511
	882023033	DG_combat_vokalG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combat_vokalG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_vokalG_1		1678828
	931110123	nocombat4_stringsG	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\nocombat4_stringsG_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_No_Combat\DG_nocombat_loop\nocombat4_stringsG		1621223
	957659889	DG_trans_high-low_2	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_trans_high-low_2_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Transitions_LV1\DG_transition_high-normal_lv1\DG_trans_high-low_2		293126
	973262897	DG_Pre_xaga	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_Pre_xaga_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv2_conference\Lv2_base_theme\DG_Pre_xaga\DG_Pre_xaga		814455
	982758143	DG_combat_blæsG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combat_blæsG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_blæsG_1		16299
	983932764	DG_nocombat_audioG_2	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_nocombat_audioG_2_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Control_Tower\DG_nocombat_loop\DG_nocombat_audioG_2		1745513
	1068075231	DG_combat_fladerG_1	Y:\Documents\GitHub\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Mac\SFX\DG_combat_fladerG_1_D8A0D580.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_fladerG_1		1710230

